x,y,day,date
512090.191689274,1334891.392236290,27,2011-07-18
510991.091748549,1338354.423156940,27,2011-07-18
511626.325025404,1337504.241019970,27,2011-07-18
515590.465123847,1335960.826479460,27,2011-07-18
516079.247476591,1334226.378671510,27,2011-07-18
516447.170423857,1339887.089714180,27,2011-07-18
510484.251303288,1341577.239379120,27,2011-07-18
516518.401382649,1337032.626484310,27,2011-07-18
510371.037402425,1341404.265970450,27,2011-07-18
508159.104105970,1340843.957129360,27,2011-07-18
517456.772346069,1336617.281000780,27,2011-07-18
510357.763956835,1341406.032072160,27,2011-07-18
510128.989539978,1337059.220386250,27,2011-07-18
511114.174808868,1334958.130648130,28,2011-07-19
509883.982236003,1336407.854618000,28,2011-07-19
509162.200546935,1335963.175981570,28,2011-07-19
514525.446495778,1334343.629211290,28,2011-07-19
516568.936651878,1336928.041070540,28,2011-07-19
518128.680762641,1337077.950355150,28,2011-07-19
511686.863808902,1337745.541710710,29,2011-07-20
517878.225954786,1335909.998927010,29,2011-07-20
511039.359856869,1339765.758201410,29,2011-07-20
513843.012238842,1332852.333813720,29,2011-07-20
512538.463711270,1334393.812314350,29,2011-07-20
512538.463711270,1334393.812314350,29,2011-07-20
512538.463711270,1334393.812314350,29,2011-07-20
514705.203637326,1334952.103195800,29,2011-07-20
511584.712660738,1332594.745751580,29,2011-07-20
513027.381238768,1332108.635141720,29,2011-07-20
513302.125277043,1337759.311592170,29,2011-07-20
513074.961995884,1331376.619463220,29,2011-07-20
501801.918289265,1339813.550877390,29,2011-07-20
514147.503501218,1332270.577330990,29,2011-07-20
517446.125886629,1336581.116518850,29,2011-07-20
509669.507596654,1338957.208687970,30,2011-07-21
509197.709753069,1337428.797159150,30,2011-07-21
512685.048375675,1338518.789065900,30,2011-07-21
512684.287258965,1338517.130136890,30,2011-07-21
511579.474401743,1340066.458681780,30,2011-07-21
511616.203004927,1337513.969144720,30,2011-07-21
509445.920858415,1331556.889282180,30,2011-07-21
515584.209803296,1335298.676267300,30,2011-07-21
509435.272654416,1331472.957903030,30,2011-07-21
509094.220798297,1335252.140153500,30,2011-07-21
512540.312235185,1332995.874900290,30,2011-07-21
511926.478787666,1335434.839861530,30,2011-07-21
513352.768080577,1336013.837371260,30,2011-07-21
511986.244968691,1340180.692996310,30,2011-07-21
511485.131237899,1339720.982787740,30,2011-07-21
510218.080809148,1341363.315458670,30,2011-07-21
509311.938618371,1337534.865394820,30,2011-07-21
516264.443632188,1339006.023162150,30,2011-07-21
510882.264944639,1335450.478609390,30,2011-07-21
512131.602069792,1332123.726737010,30,2011-07-21
510952.694488426,1330694.171581990,30,2011-07-21
510532.515842079,1335942.357267570,30,2011-07-21
515445.703560779,1337648.094609160,31,2011-07-22
509024.554262455,1335937.384255600,31,2011-07-22
509882.356254520,1336379.767192490,31,2011-07-22
512901.656460129,1339602.535127060,31,2011-07-22
512633.672399949,1341689.082157970,31,2011-07-22
517552.545233216,1335446.514232390,31,2011-07-22
501018.675643318,1340023.590718250,31,2011-07-22
501017.805249527,1340023.701364490,31,2011-07-22
511037.984127907,1340034.244317530,31,2011-07-22
514535.592371460,1331968.066899410,31,2011-07-22
509061.287151737,1335055.192745710,31,2011-07-22
509162.556208018,1335263.211437160,31,2011-07-22
509025.990621736,1335259.425144790,31,2011-07-22
502635.503264304,1337639.645862450,31,2011-07-22
513074.881341911,1334275.995975360,32,2011-07-23
511588.839980056,1341589.802464740,32,2011-07-23
514873.629333905,1335858.142455650,32,2011-07-23
510256.570528187,1339148.421452150,32,2011-07-23
509940.479014245,1340196.197794530,32,2011-07-23
517266.318829163,1335524.779023540,32,2011-07-23
519148.755977468,1335505.818635670,32,2011-07-23
509940.479138179,1340195.644898200,32,2011-07-23
513406.408676426,1331541.381653450,32,2011-07-23
510865.037390337,1339428.667641240,32,2011-07-23
511485.458008858,1339719.655926750,32,2011-07-23
510188.747240100,1336502.358189560,32,2011-07-23
511004.611389528,1342013.274311120,32,2011-07-23
502124.483103135,1336301.656061100,32,2011-07-23
509840.618166005,1337157.460245150,33,2011-07-24
510062.480489398,1341463.353821440,33,2011-07-24
509905.670156131,1337233.442456180,33,2011-07-24
516169.571298096,1335982.634528700,33,2011-07-24
512153.310224656,1332318.020035510,33,2011-07-24
510397.369415187,1335021.423263280,33,2011-07-24
517651.126581696,1334559.274715580,33,2011-07-24
510213.097655672,1341271.533427050,33,2011-07-24
511788.946835512,1338434.810637640,33,2011-07-24
511788.946835512,1338434.810637640,34,2011-07-25
514625.123611704,1335780.862536590,34,2011-07-25
514625.123611704,1335780.862536590,34,2011-07-25
516473.454733268,1337049.525134150,34,2011-07-25
511574.390808122,1339958.974188190,34,2011-07-25
516473.454733268,1337049.525134150,34,2011-07-25
509743.852556974,1332284.780996380,34,2011-07-25
509743.852556974,1332284.780996380,34,2011-07-25
511570.799832361,1339960.963612820,34,2011-07-25
518500.002927669,1334837.581657190,34,2011-07-25
518500.002927669,1334837.581657190,34,2011-07-25
513743.069480560,1336376.118429440,34,2011-07-25
513743.071657069,1336369.926001200,34,2011-07-25
513478.473673648,1336261.134945720,34,2011-07-25
508727.921143438,1332371.382937170,34,2011-07-25
510557.975355426,1331491.787205760,34,2011-07-25
510557.975355426,1331491.787205760,34,2011-07-25
508713.979524976,1332435.184305630,34,2011-07-25
511188.655618718,1334364.231039440,34,2011-07-25
509094.438714039,1335250.702670250,34,2011-07-25
509510.854402760,1336436.524813470,34,2011-07-25
510380.202046143,1336283.014450940,34,2011-07-25
510871.668498487,1339451.559236260,35,2011-07-26
510743.879340549,1339237.556065350,35,2011-07-26
510945.201025078,1338677.191896520,35,2011-07-26
510945.201025078,1338677.191896520,35,2011-07-26
510945.201025078,1338677.191896520,35,2011-07-26
510945.201025078,1338677.191896520,35,2011-07-26
511379.758105160,1341909.872045500,35,2011-07-26
513809.394657812,1338058.050720960,35,2011-07-26
510876.778850444,1339464.719471400,35,2011-07-26
511705.289332799,1340302.359774460,35,2011-07-26
511448.637786671,1340675.493283590,35,2011-07-26
515667.393400853,1340408.578301200,35,2011-07-26
512918.133886013,1339788.866598900,35,2011-07-26
510454.465060111,1339678.585353620,35,2011-07-26
512153.254284425,1338718.221047270,35,2011-07-26
507459.692547790,1343609.330334400,35,2011-07-26
515716.608697847,1336678.537595300,35,2011-07-26
515022.859248338,1340154.868185270,35,2011-07-26
511602.535600874,1340470.521944020,36,2011-07-27
509732.221449620,1336249.914578190,36,2011-07-27
511603.189385258,1340466.983588820,36,2011-07-27
511603.080431517,1340467.536454910,36,2011-07-27
511603.624084223,1340468.752979920,36,2011-07-27
510850.327496360,1335663.224394140,36,2011-07-27
514163.686826323,1335043.017583860,36,2011-07-27
514891.005322158,1335388.519908810,36,2011-07-27
513626.849335756,1332005.556209610,36,2011-07-27
507413.692807022,1345827.881603870,36,2011-07-27
501138.665245708,1339788.932671160,37,2011-07-28
501152.591880976,1339790.148029740,37,2011-07-28
501154.876424860,1339786.277592770,37,2011-07-28
510980.310411563,1340071.052212340,37,2011-07-28
512026.195249432,1341586.942553020,37,2011-07-28
514847.916161895,1340136.111558880,37,2011-07-28
514602.580325468,1342109.086223710,37,2011-07-28
511629.418341504,1340436.913376560,37,2011-07-28
511455.939206811,1339841.727306850,37,2011-07-28
509987.057410285,1336280.380056640,37,2011-07-28
510099.068867756,1336573.329256080,37,2011-07-28
509839.211724753,1336132.060736260,37,2011-07-28
511299.620876314,1331241.958553130,37,2011-07-28
517563.707816839,1334633.984148100,37,2011-07-28
512903.642046592,1332109.147914050,37,2011-07-28
511339.631546097,1332196.484576970,37,2011-07-28
516723.233733180,1338848.541116320,37,2011-07-28
514890.034408640,1337040.792655450,37,2011-07-28
512509.298139286,1335804.459107690,37,2011-07-28
509158.154434865,1335512.234278990,37,2011-07-28
513607.593269827,1331985.866524280,37,2011-07-28
501843.416536171,1336298.019405220,37,2011-07-28
510342.685844648,1342133.530309970,38,2011-07-29
510567.484786849,1338449.525013250,38,2011-07-29
513201.265419433,1337741.806264740,38,2011-07-29
511357.372772269,1340614.870836260,38,2011-07-29
515654.288848333,1337129.895864700,38,2011-07-29
515772.302258414,1339311.563991560,38,2011-07-29
515771.975802577,1339311.674433580,38,2011-07-29
514643.451695157,1341915.919439720,38,2011-07-29
514641.387034840,1341909.615615720,38,2011-07-29
511488.496995299,1339746.638108520,38,2011-07-29
509387.382086994,1336285.227206130,38,2011-07-29
509533.435228783,1331490.007368310,38,2011-07-29
509434.506693393,1331493.083057260,38,2011-07-29
509685.254049584,1336568.593110460,38,2011-07-29
498917.573123684,1341088.926452730,38,2011-07-29
498914.959880954,1341074.551530650,38,2011-07-29
512447.644087960,1332472.919193360,38,2011-07-29
514514.160012488,1337434.199623030,38,2011-07-29
498914.851100887,1341074.662126060,38,2011-07-29
508904.444930558,1336393.610168180,38,2011-07-29
500655.236638372,1339507.769019660,38,2011-07-29
508396.255625554,1332754.700720890,38,2011-07-29
509694.235379634,1336296.017816420,39,2011-07-30
502151.587587836,1339367.237744690,39,2011-07-30
509532.610360784,1337505.607452090,39,2011-07-30
509747.560241403,1336268.384592950,39,2011-07-30
509739.402514234,1336253.012345080,39,2011-07-30
509095.572061771,1337808.063258580,39,2011-07-30
512024.888311866,1341591.697082660,39,2011-07-30
510920.351000936,1338418.761973680,39,2011-07-30
512022.168348531,1341592.028019120,39,2011-07-30
501987.395750846,1339173.620478060,39,2011-07-30
516862.195958376,1337141.702060970,39,2011-07-30
501647.253916329,1338771.903528550,41,2011-08-01
501472.664393357,1339458.389046940,41,2011-08-01
501659.014346105,1338943.632243100,41,2011-08-01
509697.363775141,1336927.645790660,41,2011-08-01
509695.949151696,1336927.977223070,41,2011-08-01
501016.260807700,1339748.138132000,41,2011-08-01
511962.533429722,1336804.039801940,41,2011-08-01
513100.110054316,1339606.138620730,41,2011-08-01
511427.110300319,1337446.905835000,41,2011-08-01
513103.914940020,1339615.760278560,41,2011-08-01
513090.425183701,1339610.669171370,41,2011-08-01
511511.748379042,1339862.531624740,41,2011-08-01
511604.197002870,1340365.582631710,41,2011-08-01
511532.876302312,1341354.142145510,41,2011-08-01
511533.311576529,1341353.810528420,41,2011-08-01
511467.993101605,1340319.875503020,41,2011-08-01
511565.447873203,1340035.271403850,41,2011-08-01
511535.949928861,1341255.837926480,41,2011-08-01
512306.823078790,1332104.538463520,41,2011-08-01
508899.330210364,1336396.152520370,41,2011-08-01
512973.659476038,1332656.093202850,41,2011-08-01
508746.533500172,1336518.203313610,41,2011-08-01
512104.406931052,1340894.628125560,42,2011-08-02
508937.210297099,1336327.932453780,42,2011-08-02
510909.532267808,1339873.318204350,42,2011-08-02
510804.962381892,1339921.504096020,42,2011-08-02
511759.198873350,1340875.618416930,42,2011-08-02
512667.027856006,1341829.307437020,42,2011-08-02
510793.517834718,1340862.531071310,42,2011-08-02
510793.735569199,1340861.978229720,42,2011-08-02
510794.388436829,1340861.646656950,42,2011-08-02
514348.418432476,1341876.441487670,42,2011-08-02
511714.159790612,1341247.926331490,42,2011-08-02
514346.479671466,1342115.513671700,42,2011-08-02
511761.049974909,1340870.200557190,42,2011-08-02
509659.663391323,1336660.147040300,42,2011-08-02
514345.831659135,1332744.480458000,42,2011-08-02
516175.031261868,1334430.217095350,42,2011-08-02
513165.523506952,1334294.492565760,42,2011-08-02
512127.264069425,1332807.323372680,42,2011-08-02
509509.676220511,1336346.734427290,42,2011-08-02
514145.760952350,1332274.115218680,42,2011-08-02
509869.020096204,1342056.015744750,43,2011-08-03
510892.061687459,1338417.538349440,43,2011-08-03
509949.492849281,1336386.306302730,43,2011-08-03
510472.383287874,1339369.631304700,43,2011-08-03
510643.472793182,1336082.709206780,43,2011-08-03
510642.275912290,1336082.377174090,43,2011-08-03
510640.208239793,1336083.150716250,43,2011-08-03
509258.520194370,1335329.577855040,43,2011-08-03
510641.296797566,1336081.492300290,43,2011-08-03
510641.296824882,1336081.381721300,43,2011-08-03
511948.865187550,1339645.699428180,44,2011-08-04
515490.251788536,1342034.244610190,44,2011-08-04
509735.758760253,1336497.169972050,44,2011-08-04
511409.502376357,1339764.198490700,44,2011-08-04
511396.871935950,1339798.916928720,44,2011-08-04
511823.365512725,1339823.806289360,44,2011-08-04
514581.599254061,1341781.984002540,44,2011-08-04
512650.799670787,1341197.340866790,44,2011-08-04
512633.381070083,1341232.941938720,44,2011-08-04
511879.641876473,1339733.368675140,44,2011-08-04
512862.894079918,1341040.054128820,44,2011-08-04
511816.637740313,1340140.061145080,44,2011-08-04
513095.822452678,1341056.164297590,44,2011-08-04
508901.292337035,1336377.686200650,44,2011-08-04
514729.622916422,1335970.435084680,44,2011-08-04
517459.553509434,1335804.525143180,44,2011-08-04
512852.292915223,1334427.085078380,44,2011-08-04
510645.435477381,1336066.454580420,44,2011-08-04
515956.107029033,1337441.192917220,44,2011-08-04
513866.231568892,1336418.734925250,44,2011-08-04
511687.409132326,1340049.128090850,45,2011-08-05
511622.437934738,1339723.785510930,45,2011-08-05
509775.834051407,1336350.329772230,45,2011-08-05
511462.444185809,1340320.426870030,45,2011-08-05
511187.197351195,1339854.039437060,45,2011-08-05
511001.094095588,1340896.974507580,45,2011-08-05
512821.343413734,1340333.217378130,45,2011-08-05
513015.732926576,1340770.953644160,45,2011-08-05
511521.530681551,1340681.816453190,45,2011-08-05
513029.221983927,1340776.597621750,45,2011-08-05
513094.772542309,1340283.214081760,45,2011-08-05
512076.533038302,1332128.465358270,45,2011-08-05
508898.896393669,1336388.522489010,45,2011-08-05
511900.344665167,1335873.167397610,45,2011-08-05
510631.830127426,1336080.605331340,45,2011-08-05
510635.965799994,1336077.731298220,45,2011-08-05
512150.245184613,1332744.521439360,45,2011-08-05
